name,plot,genres
Chal Chalein,"A student commits suicide because of extreme anxiety over pressure from his parents to get good grades. The student's empathetic friends enlist the help of a lawyer named Sanjay to speak up against the parents, the government and the school system. The case draws national attention and generates massive public opinion.",Drama
Black Swan," Nina Sayers, a young dancer with a prestigious New York City ballet company, lives with her mother, Erica, a former dancer. The company is preparing to open the season with Swan Lake. The director, Thomas Leroy, has to cast a new principal dancer after forcing Beth Macintyre into retirement. Leroy wants the same ballerina to portray both the innocent, fragile White Swan and her dark, sensual twin, the Black Swan. Nina competes for the part. Although her audition goes badly, she asks Thomas to reconsider. He tells her she is ideal for the White Swan but lacks the passion necessary for the Black Swan. When he forcibly kisses her, she shows some spirit and bites him, and lands the part. An intoxicated Beth angrily confronts Thomas and Nina. She is later hit by a car and seriously injured in what Thomas suspects was a suicide attempt. Nina begins to witness strange happenings. Thomas, meanwhile, becomes increasingly critical of her ""frigid"" dancing and advises her to stop being a perfectionist and lose herself in the role. Thomas points to Lily , another dancer in the company, whom he describes as lacking Nina's flawless technique but possessing an uninhibited quality that Nina has not shown. The relationship between the two dancers is cool because of Lily's indiscretions, but Lily invites Nina to a night out. Nina is hesitant at first but decides to go against her mother's wishes. At a restaurant that evening, Lily offers Nina a capsule of ecstasy to help her loosen up. Though reassured its effects will only last a few hours, Nina turns it down. Lily later slips it into her drink at a nightclub while she is absent. Nina returns home late, fights with her mother, barricades herself in her room, and finds herself having sex with Lily. Next morning, Nina wakes up alone and late for rehearsal. When she arrives at the studio, she finds Lily dancing as the Swan Queen. Furious, she confronts Lily and asks her why she did not wake her up that morning. After Lily tells her she spent the night with a man whom she met at the club, Nina realizes she imagined the encounter. Nina's hallucinations become stronger as she sees Thomas and Lily have sex in a backstage area and Beth stabbing herself in the face at the hospital with a nail filer which Nina drops bloodied in the elevator. She has a violent argument with her mother, after which Nina passes out. Concerned about Nina's erratic behavior, her mother tries to prevent her from performing on opening night; enraged, Nina stands up to her mother and forces her way out of the apartment. Since her mother had called to say Nina was sick, Thomas assigned understudy Lily to take over, but reluctantly gives way when Nina insists on performing. The first act goes well, until Nina is distracted by a hallucination during a lift, causing her partner, playing the Prince, to drop her. Distraught, she returns to her dressing room and finds Lily there. As Lily announces she is to play the Black Swan, she transforms into Nina's double. Nina shoves her into a mirror, shattering it. She grabs a shard of glass and stabs her rival in the stomach, killing her. The corpse transforms back into Lily. Nina hides the body and returns to the stage to dance with passion and sensuality. Sprouting feathers, her arms become black wings as she finally loses herself and is transformed into a black swan. At the end of the act, she receives a standing ovation. Offstage, Thomas and the rest of the cast congratulate her on her stunning performance. Nina takes Thomas by surprise and kisses him. Back in her dressing room before the final act, Nina is congratulated by Lily, showing that their fight was imaginary. The mirror, however, is still shattered. She removes a shard from her own body and realizes she had stabbed herself. Dancing the last scene, in which the White Swan throws herself off a cliff, Nina spots her mother weeping in the audience. As Nina falls backward onto a hidden mattress, the theater erupts in thunderous applause. Thomas and the cast gather to congratulate her—only to find that she is severely bleeding. As the white ceiling lights envelop her, she whispers, ""I felt it. Perfect. It was perfect.""",Drama
Saturday's Hero,"Steve Novak, a boy from a small mill town, decides to go to a college in Virginia to play football. He becomes a star player as a freshman, but hears stories of teammates receiving money for their play. Steve falls for Melissa, the daughter of one of the school's rich benefactors. When he suffers injuries on the field, Steve realizes that a college education will mean more to his future than football will. He also tries to win Melissa's love, over her her father's strong objections.",Drama
Thulabharam,"Two close friends,Vijaya ([[Sharada  and Vatsala  had to part ways after Vatsala's father, a lawyer loses a case of Vijaya's father and it results in the latter's death. Vijaya gets married to Ramu , a trade union leader against her will. Ramu leads a union strike and gets killed when the agitation turns violent. Vijaya's life becomes miserable and she kills her starving children, but gets arrested before she could commit suicide. In the end, she is given death penalty by the prosecution, led by her former dear friend Vatsala, who had become a famous lawyer in the meantime.",Drama
And the Violins stopped playing,"{{Plot}} The story opens in 1941 Poland, with Dymitr Mirga, a prominent Gypsy violin player, entertaining a group of Nazis in a restaurant. At first the Nazis enjoy the entertainment and assure the musicians that the ongoing removal of the region's Jews is being conducted for the sake of the Romani. However, Dymitr Mirga soon realizes the truth, and asks the head of the Gypsy community to lead its evacuation into Hungary, which that time has no Nazis. The leader is reluctant to comply, and the community's council eventually forces him to resign, giving his position instead to Dymitr Mirga. The son of the deposed leader has been betrothed to a beautiful Romani named Zoya Natkin; but she now chooses to marry Dymitr Mirga's son, Roman Mirga. On their ensuing journey to Hungary, some of the Gypsies desert and are massacred by the Nazis. Others voluntarily split off, in hopes that in smaller numbers they will appear to be merchants rather than Gypsies. Dymitr Mirga's small company eventually sells their jewels to buy horses from another Romani community - a great sacrifice, but necessary to enable them to move quickly. Many are nevertheless killed by the Nazis. The sympathetic population gives them burials and provides a chance for their comrades to meet and mourn their loss. In time, the resolute Dymitr Mirga reaches Hungary with his much diminished group of followers, including his wife, his son and daughter-in-law Roman and Zoya, Zoya's family and Roman's ""rival,"" the son of the former leader, who has been killed by Nazis. All Dymitr Mirga's efforts go for nought, however, when the Nazis finally invade Hungary in 1944. A Nazi column takes the Romani in cattle trucks to concentration camps, where the infamous Col. Kruger conducts horrifying experiments on prisoners. Before their arrival, Dymitr Mirga's daughter escapes out through the window of one of the cattle trucks. At the camp. Dymitr Mirga is forced to play for the Nazis, whilst his son Roman receives minor privileges because of his skill as a translator. However, when Roman's wife Zoya dies, the young man begins to consider his father's urging that he escape. Roman approaches his friend and former rival, and recognizing that their families are marked for death, the two agree to make an attempt. The attempt succeeds, and they manage to reconnect with Roman's younger sister who escaped from the cattle truck. The film ends with the war over. As three Romani carriages head off into a sunset, carrying—we assume—Roman, his friend and his younger sister, the narrator concludes that the ""Gypsy nation has yet to receive any compensation.""",Drama
The Fox and the Child,"A young girl of about 10 years lives in a farm house in the Jurassic mountains in eastern France. One day in autumn, when she walks to school through the forest, she observes a hunting fox. Of course, the fox escapes, but the girl yearns to meet the animal again. She spends most of her free time in the forests trying to find the fox during the following months, but she doesn't meet the fox again until winter comes. During the winter, she follows the fox's tracks far across the fields. Suddenly she compares her hand to the size of the tracks near to those she is following and discovers they are relatively fresh wolf tracks; she is alarmed as a wolf pack begins howling near her. She runs away panicked, falls and hurts her ankle. The ankle heals very slowly, so that she has to stay at home during the winter reading a book about animals of the forest and foxes. When spring arrives, the girl is looking for fox holes and waits for a fox. The fox has young babies and moves holes because of her observations; therefore the girl decides to observe the fox from a greater distance. She finds the fox again and tries to get the animal accustomed to her. She feeds it with meat. Later she can even touch the fox and is led to the new den. Finally, the fox arrives at her house and she lets it inside, wanting to show it her bedroom. But the fox becomes distressed at not being able to find a way out and escapes by jumping through the closed window breaking the glass. The fox is hurt badly, but survives and the girl learns that she cannot keep wild animals as pets at home. Years later she tells the whole story to her son, as seen at the end of the film.",Drama
Home Town Story,"Jeffrey Lynn plays a defeated politician who takes over as editor of a small town newspaper in an effort to get himself elected. His campaign is intended to be a continuing expose of the evils of big industry, and his strategy is to publish daily investigations of industrial skullduggery and pollution. Marilyn Monroe, listed as one of the film's stars, actually plays a very small bit as Iris Martin, the shapely office secretary. On a school outing to an abandoned mine, Jeffrey Lynn's little sister is trapped in the collapse of a mine tunnel, and the town's industries come to her rescue. After little sister is rescued and flown in a company plane to the big city, Lynn has a change of heart and recognizes that the industrial towns-people are actually doing their best to help their fellow citizens.",Drama
Here Comes Mr. Jordan,"Boxer and amateur pilot Joe Pendleton ([[Robert Montgomery  flies his small plane to his next fight in New York City, but crashes when a control cable severs. His soul is ""rescued"" by 7013, an officious angel , who assumed that Joe could not have survived. Joe's manager, Max Corkle , has his body cremated. In the afterlife, the records show his death was a mistake; he was supposed to live for 50 more years. The angel's superior, Mr. Jordan , confirms this, but since there is no more body, Joe will have to take over a newly dead corpse. Mr. Jordan explains that a body is just something that is worn, like an overcoat; inside, Joe will still be himself. Joe insists that it be someone in good physical shape, because he wants to continue his boxing career. Joe keeps saying the body they find ""Has to be in the pink"", a color that Mr. Jordan finds annoying. Another annoying fact is that Joe has somehow managed to bring his saxophone with him to heaven; it's his good luck charm, on which he plays ""The Last Rose of Summer"" very badly. After Joe turns down several unsuitable ""candidates"", Mr. Jordan takes him to see the body of a crooked, extremely wealthy banker-investor named Bruce Farnsworth. Farnsworth's wife Julia  and his secretary, Tony Abbott ([[John Emery  have just drugged and drowned him in a bathtub. Joe is reluctant to take over a life so unlike his previous one, but when he sees the murderous pair mockingly berating Miss Logan , the daughter of a financier who was sold worthless bonds by Farnsworth's bank, he changes his mind and agrees to be inserted into Farnsworth's body. The audience continues to see Montgomery as Pendleton, but everyone in the film, including his wife and secretary , see and hear Farnsworth. As Farnsworth, Joe reforms. He repays all the investors, including Miss Logan's father. He sends for Corkle and convinces him that he is Joe . With Farnsworth's money to smooth the way, Corkle trains him and arranges a bout with the current heavyweight champion, but Mr. Jordan returns to warn Joe that, while he is destined to be the new champion, it cannot happen that way. Joe has just enough time to warn Miss Logan, with whom he's fallen in love, to look for him in another body, most likely a boxer, before he is shot by his secretary. The body is concealed and Joe returns to a ghostly existence. Accompanied by Mr. Jordan, Joe finds that his replacement in the prizefight with the champ is a clean-cut, honest fighter named Murdoch, whom Joe knows and respects. Finding that he has forgotten his lucky saxophone, Joe runs back to the Farnsworth mansion to find that everyone believes Farnsworth has ""disappeared."" Corkle has hired a private investigator to find him. The usually down-to-earth Corkle openly explains about Joe, Mr. Jordan and the body-switching, sounding like a Spiritualist . Joe manages to mentally nudge Corkle to turn on the radio to the prizefight, and hears that Murdoch has collapsed without even being touched. Mr. Jordan reveals that the boxer was shot by gamblers because he refused to throw the fight. Joe takes over Murdoch's body and wins the fight. Back at the mansion, Corkle hears one of the radio announcers mention a saxophone hanging by the ringside and realizes Joe has assumed Murdoch's body. Corkle races down to the dressing room. There, Joe passes along information from Mr. Jordan that Farnsworth's body is in a refrigerator in the basement of the mansion. Corkle tells the detective , who promptly has Mrs. Farnsworth and the secretary arrested. As Murdoch, Joe fires his old, crooked manager and hires Corkle. Mr. Jordan reveals to Joe that this is his destiny; he can be Murdoch and live his life. Healing the gunshot wound and at the same time removing Joe's memory of his past life, Mr. Jordan hangs around for a bit longer until Miss Logan arrives. She wanted to see Corkle, but runs into Murdoch instead. The pair feel they have met before. The two go off together, while Mr. Jordan smiles over another job well done and says ""So Long, Champ"".",Comedy
Memories,"{{Plot|dateMagnetic RoseStink BombCannon Fodder In a walled city perpetually at war, everyone's livelihood depends upon maintaining and firing the enormous cannons that make up most of the city. Nearly every building in the city is equipped with a cannon of varying size, able to fire huge artillery shells over the city walls. The story is centered on a young boy and his father, who works as a lowly cannon-loader. The city is surrounded by clouds of smoke and dust provoked by the shots fired by the cannons. Despite news of successful bombardment of the ""enemy city"" by the local media, there is not any visual confirmation that it is true, or even if there is an enemy at all. In the end the boy comes home from school and hears a television news reporter talking about the near-destruction of the enemy city. The boy hops into his bed, saying that someday he wants to be the exalted officer who fires the cannons, and not be a simple worker like his father. As he sleeps, a blue light sweeps across the window. Is it from the enemy or the city?",Drama
Learning to Lie,"Beginning in West Germany in 1982, 18-year old school boy Helmut falls in love with fellow pupil Britta. He starts working for a Peace movement to get to know Britta. Britta, however, suddenly moves to San Francisco to live with her father and whilst there, finds a new boyfriend. Helmut studies literature and politics in his home town and has a relationship with another girl from his former school, now studying medicine on the same university but they break up after having an affair with her room mate. Helmut begins a lot of short affairs with different women but still searches for his first girl. Years later, in 1989, the Berlin wall falls and the Cold war ends. Helmut is lying in his girlfriend's bed when his old school friend Mücke calls him, who saw Britta in Berlin. Helmut hurries to Berlin and finds Britta, but she has changed and has become arrogant. Mücke tells him afterwards that he had an affair with Britta and that Britta has had a lot of affairs. Worried by this, Helmut begins a lot of new affairs and his parents get divorced at that time. In 1998, Helmut settles down with a girl who wants a baby with him, but Helmut travels one more time to Berlin to meet Britta for one last time.",Comedy
The Madwoman of Chaillot,"The story is of a modern society endangered by power and greed and the rebellion of the ""little people"" against corrupt and soulless authority. A group of four prominent men, The General , The Commissar , The Chairman  and The Prospector  discuss how they can increase their fortunes. The Prospector tells them that there is oil in the middle of Paris and they resolve to acquire the rights with or without the consent of the people of Paris. Countess Aurelia , the ""madwoman"" of the title, learns of this plan to drill for oil under the very streets of her district from Roderick  an activist and The Ragpicker . She enlists the help of her friends, a motley crew of ""little people"" who include the ""madwomen"" of neighbouring districts, Constance, the Madwoman of Passy , Gabrielle, the Madwoman of St. Sulpice . A trial takes place in the Countess' cellar presided over by Aurelia's friend Josephine , the Madwoman of La Concorde as judge and the Ragpicker as the lawyer for the defense.",Drama
Munde U.K. De,"Two young Punjabi-British men visit their homeland, Punjab: Roop Singh , comes to see his grandfather, Gurdit Singh  and Roop's touristy pal DJ  comes to see how Punjab is like. Roop meets Reet Brar , a university classmate of his cousin Deepi's, and falls for her, and DJ falls for brainy, Kulwant Kaur , another classmate. DJ, trying to videotape locals in the town square, and learn more about his homeland, has to avoid a cranky old woman, Atro, who drives a tractor. Roop agrees to let his aunt be his matchmaker and set up an arranged marriage for himself and Reet, but the modern-thinking Reet wants no part of what she considers outmoded provincialism. Her father  angrily sets up an arranged marriage for her with Jagjot Gill . Reet, however, reconsiders and realizes she loves Roop after all, and Kulwant falls for DJ too. Reet tells Jagjot, that she loves Roop a lot, so to help the lovers Jagjot says hes not ready to get married. After this incident no boy will marry Reet so, Reet's father and her ne'er-do-well brother, Jaile , devise a plan to figure out if he Roop really loves Reet: Her father will give his consent if Roop can find a British bride for Jaile, which will prove that Roop is ready to do anything for Reet. DJ calls in an old girlfriend from UK, party girl, Candy , who flies in to help, they plan a scheme which will scare Jaile away. Candy acts like a traditional, Punjabi girl, and wins Jaile's heart, so they fix, Roop and Reet's and Jaile and Candy's engagement for the same day. Candy tells Kulwant that DJ was in many relationships with many different girls, since she still loves DJ, after hearing that Kulwant is heart-broken, and leaves DJ. Then the day before the engagement Candy reveals how modern girls really are, by bringing him to a pub. On the engagement day Jaile runs away, Candy tells DJ, that if he doesn't sit in Jaile's spot, she will reveal the truth, so to help out his friend, DJ and Candy get engaged and so do Roop and Reet.  At Overseeing all the rom-com complications is Khoji (comedian Rana Ranbir, who wrote the film's dialog, with story supplied by the film's director-cinematographer, [[Manmohan Singh , the house manager for the well-to-do grandfather's estate and staff.",Drama
Combat Academy,"Best friends Max Mendelsson  and Perry Barnett  are sent to military school after one prank too many. Max, the real troublemaker and loudmouth , begins plotting ways to get out while Perry realizes that it's time for him to straighten up. Trouble begins when Russian cadets visit the school and begin wargames that the school isn't ready for.",Comedy
Mama Jack,"Set in Cape Town, South Africa Mama Jack is the story of Jack Theron, an ordinary person working on a film set as a grip. However, his movie producer boss, John Daragon, hates him and wants to remove him from the production of the movie they are producing about Nelson Mandela, Sweet Bird of Freedom. In a bid to get rid of Jack, the producer spikes his drink with a fictitious drug, Mama Africa at a glamorous function, and before long Jack has unwittingly offended all the attending dignitaries, ruined the function and got himself on the wrong side of the law while hallucinating. While on the run, Jack turns to his friend and house mate, Shorty, who is a make-up artist who turns him into ""Mama Bolo"". Mama Bolo soon finds “herself” employed by the producer’s fiancée, Angela, and begins to fall in love with her. A series of deceptions and misunderstandings pile up and comic mayhem ensues with Jack Theron becoming another character, Doctor Donald, a tramp from Scotland. The movie ends with Mama Bolo being found out by her dress being torn off her when Stanley stands on the long, green train of her dress. John admits to drugging Jack and is arrested and put in prison, although we see him escaping through a manhole cover in the road at the end of the film.",Comedy
Tango Charlie,"The story starts off with two Indian Air Force helicopter pilots  discovering a mass pile of dead rebels and an Indian trooper appearing to be dead. They later discover he's alive and find out who he is by reading his diary. The tale revolves around an Indian BSF trooper named Tarun Chauhan  in the 101st BSF Battalion arriving to the northeastern Indian province of Assam.( However, it is shown in the film that the regiment fights Bodo insurgents in UP and Bihar. While walking through the jungle searching for his platoon commander, he was caught in a trap and hung upside down. It is later revealed that Havaldar  Mohammad Ali  set the trap and calls him an idiot for falling into it. He meets the rest of the squad where he gets his job as platoon cook. On being asked why he joined the Border Security Force, he says it is to protect his country from any harm. Ali says that whoever has made that comment is nothing but a hypocrite. He tells him that the Bodos rebels, who want an independent Assam from India, have massacred many innocent people and are not afraid to kill them as well. Tarun later acknowledges his codename ""Tango Charlie"" and learns Ali's codename is ""Mike Alpha."" One day on a patrol, the platoon accidentally kills one of their own as a set trap by the Bodos. The entire platoon goes mad with grief over the mistake. Then another soldier is kidnapped and has his stomach sliced open and is left as bait. Tarun finds this shocking and totally unbelievable. Mohammad tells his overly emotional troopers to think that he's dead and focus on killing the terrorists. The dying soldier continues to scream in pain. Tarun tries to stop one of the overly emotional soldiers from giving the wounded soldier morphine. He falls into the trap and is shot dead. The screaming soldier then dies. Tarun and Mike Alpha take aim and fire. They kill most of the rebels but others, as well as their leader, escape. At night, Tarun and Mohammad search for the remaining rebels and kill them off one by one. When the leader tries to escape by boat, Mike Alpha and Tarun swim over and knock them off. They engage in hand-to-hand combat; Mike Alpha slits the throat of the Bodos leader with his own machete. Tarun tries to kill the other rebel but finds out that it's a young boy. He holds a knife to his face. After the tour in Assam, Tarun returns home to his native province of Haryana. He is happily welcomed home by his family and friends. He finds out is that he's going to be engaged to Lachchi Naryan , an educated computer engineer. Tarun has beliefs about her views, but they are changed by her. They fall in love, and Tarun pledges that he will come back to her alive. A few months later Tarun and the rest of Mike Alpha's platoon are transferred to the southern state of Andhra Pradesh to counter the Naxalites rebels wreaking havoc on the countryside. Tarun and the rest of his platoon are riding in a convoy while protecting a high-ranking colonel's wife and young children. As the convoy approaches the city of Hyderabad, the rebels notice it and signal one of their own. He then presses the detonator and sets off a planted IED under the jeep, killing the colonel and his family. They fire on the trucks, causing Mike Alpha's platoon to take cover in a rocky part beside the road while the rebels hunt them down. They use an RPG launcher to flush out the troopers but fail. Tarun and the rest of the platoon kill the rebels. Tarun chases a rebel; another BSF trooper attempts to rape her. Tarun intervenes by pulling him off. He then sees the rebel kill herself with her own assault rifle. The other BSF trooper tries to kill Tarun for his intervention but Tarun kills him in self defense. Mike Alpha discovers the whole thing and Tarun tries to surrender himself saying that he's willing to give into any punishment given to him. Mike Alpha says he did the right thing, protecting the Border Security Force's reputation. On their next assignment, he is surprised to know that the platoon will now try to quench the religious riots taking place in the western province of Gujarat. Upon arriving at the chaotic scene, the police chief desperately tries to calm the crowd. When he is shot and killed by an extremist, Mike Alpha  orders the platoon to open fire. Many innocent people are killed in the volley. Tarun spots the extremist and tries to shoot him. He accidentally hits a bystander who pops into the way. After the chaos, Tarun goes to the victim's family for forgiveness. Instead of forgiving him, they nearly beat him to death even after he tells them that it was a mistake. Mike Alpha intervenes and tells them that the BSF isn't here to kill innocent people but to stop people from committing acts of violence. While in a military hospital, Mohammad tells his own tragic story in which he was assigned to save the family of a rich landlord from Naxalites in Bengal. The terrorists were able to kill almost everyone at the landlord's daughter's wedding. Even with all the effort, he and his group miserably failed; the daughter was killed by the terrorists before Mike Alpha finished them off. He claims it was the first time that he listened to his heart and not to his brains. Tango gets a letter saying that Lachchi is getting married to another person. He dashes home and realizes that it was a trap set by her to see how much he loved her. The next day she steals his diary and reads it. She is shocked by the events Tarun had witnessed. Lachchi apologizes and they soon get married. The Kargil War between India and Pakistan begins. Mike Alpha's platoon and the battalion move out to Kashmir where they are assigned to defend a bridge. Mike Alpha gives Tarun a strict order: Shoot anyone who doesn't say a password after three tries. One day a high-ranking military officer comes to the bridge; he doesn't know the password . Tarun shoots one of the guards which enrages the officer who threatens him with a court martial. The officer tries to kill him, and Mike Alpha intervenes. The officer is a disguised rebel helping Pakistani forces get off with ease. Tarun takes cover while the rebels kill off most the platoon. Mike Alpha kills a large number of the rebels before being approached by a real battalion of soldiers who give him the password. Mike salutes them and then dies of his severe wounds. Tarun vows revenge. He arms himself to the teeth and stalks the rebels to their base. He wires the place with explosives. The rebel leader discovers one of the explosive attachments and tries to stop one of his men. Unfortunately he opens the door and the explosives go off, killing the rest of the rebels. Tarun then goes into the rebel leader's place and shoots him dead before being wounded. He collapses into the snow. He's rescued by the helicopter pilots featured earlier in the film who take him to a village doctor who treats him off his wounds. Later the pilots are rewarded for their actions in finding Tango Charlie. His dead friend and mentor Mohammad Ali gets rewarded.",Drama
Knockout,"Dan Barnes  is a former professional boxer who was retired from boxing after a growing weary of his violent existence. Now a school janitor, Dan tries to help a new student, Matthew Miller , who recently joined the new school and is being targeted by bullies. While Matthew learns how to box and stand up to his tormentors, one of whom is the school boxing champ , Dan's new found role as a teacher helps him come to terms with his tumultuous past.",Drama
Peddarayudu,"Pedarayudu  is a very kind-hearted, disciplined man. He sits on the ancestral throne in his village to do justice . He hears all the cases and gives solutions and punishments to the wrong-doers. His wife, Bhanupriya admires and respects him a lot. His brothers Mohanbabu and Raja Ravindra fear for him and also have a lot of respect for him as he has brought them up as his children. The young Mohanbabu marries Soundarya, daughter of an industrialist Satyanarayana. She at first never liked Pedarayudu and her husband for being so timid before his brother but later transforms after knowing his greatness from her father.Raja Ravindra loves his paternal cousin's daughter. In the flashback, Paparayudu father of Pedarayudu orders Gaja Anantharaj to marry his servant's daughter whom he raped, though he is his sister's son. His brother-in-law shoots at him as he is disappointed by his verdict.Enraged Paparayudu gives his final verdict before dying to abandon their family and whoever visits his house will receive the same punishment and also not to share even a glass of water with them. Gaja Anantharaj from then builds envy on his uncle's family and waits for an opportunity to take revenge on them. He plans to bring a lady  as a teacher to the school in the village and tells her to make young Mohanbabu fall for her. She does so to save her father who is in the hands of Gaja Anantharaj. He kills her and makes the villagers believe that Mohanbabu has done this. Pedarayudu sentences 10 years of exile for his brother's family. Now Gaja Anantharaj comes to know of his daughter's love and tries to kill Raja Ravindra with the help of his goons. Mohanbabu goes in rescue of him and pregnant Soundarya goes to Pedarayudu to convey this message. Jayanthi rushes to Pedarayudu and reveals the truth and tells that he punished his brother without committing any mistake. Mohanbabu takes revenge on Gaja Anantharaj and pedarayudu dies on knowing that he gave a wrong verdict. Now Mohanbabu is shown taking the ancestral throne from his brother.",Drama
Mr. Vampire III,"One dark night, Uncle Ming attempts to exorcise angry spirits in a haunted house but is unsuccessful and he narrowly escapes. He brings his two ghostly companions  with him to a nearby town. The town is under attack by a group of bandits with supernatural powers. The thugs are led by Devil Lady, a powerful evil witch doctor. When Ming and the Paos are having dinner in a restaurant, Captain Chiang comes to harass them, and the Paos take revenge by playing tricks on Chiang. Just then, Chiang's master, Uncle Nine, appears and he subdues the two ghosts and traps them inside a wine jar. As Ming is no match for Nine in magic powers, he pleads with Nine to release the Paos. Nine agrees to set the ghosts free but warns Ming that he must part ways with them. Big Pao is captured by Devil Lady later due to Chiang's act of mischief. Devil Lady casts a spell on Big Pao, making him see people dressed in Taoist robes as monster birds, and sends him to attack the town. During the chaos, Devil Lady breaks into the town prison to free two of her bandits who were captured earlier by the townspeople, but falls into a trap instead. Uncle Nine defeats Devil Lady in a fight and the evil sorceress falls into a well and dies. However, the spirits of the two bandits escape and possess two men, and go out to cause trouble again. Nine and Ming combine forces to contain the evil spirits in wine jars and fry them in hot oil. Just then, the coin sword binding Devil Lady shatters and the sorceress' spirit is set free to take revenge. Eventually after a long battle, with the help of the Pao ghosts, Nine and Ming succeed in destroying Devil Lady once and for all.",Comedy
Heat Lightning,"Olga  runs an isolated gas station and restaurant in the stifling hot desert of the American Southwest with the help of her discontented younger sister Myra . The sisters clash when Olga forbids Myra from going to a dance with her boyfriend Steve. That same day, chance sends Olga an unexpected and unwelcome customer, ex-boyfriend George . Unbeknownst to her, George and his nervous partner Jeff  are on the run from the police after a botched robbery that left two men dead, killed by George. Initially intent on sneaking across the border to Mexico, George decides to stay awhile when two jewelry-laden, wealthy divorcees, ""Feathers"" Tifton  and ""Tinkle"" Ashton-Ashley , are stranded there for the night by their long-suffering chauffeur Frank . Frank pretends there is something wrong with their car so he can have a rest from driving. Olga, the mechanic, plays along. When Mrs. Ashton-Ashley becomes worried about a large Mexican family spending the night nearby, Olga offers to store the women's valuables in her safe. George manipulates Olga's feelings, reviving the love she once felt for him. Though she knows better and tries to resist, she eventually succumbs to his charms, and they sleep together. This gives Myra the opportunity to sneak away to meet Steve. Myra returns later that night, terribly upset after having been taken advantage of by Steve. When Olga starts berating her for going off with her boyfriend, she responds by revealing she saw George leaving Olga's bedroom. The two miserable women then comfort each other. Meanwhile, George orders Jeff to open the safe. Jeff is reluctant to cause trouble for Olga, but gives in when George pulls out his gun. Olga overhears George say he slept with her just to set up the theft. She gets her pistol and shoots him. As he lays dying, he apologizes to her. Olga lets Jeff go.",Drama
A Stranger's Heart,"Callie Morgan , a workaholic magazine editor who prides herself on having no emotional attachments in her life, changes practically overnight when she undergoes a life-saving heart transplant operation. Not only does Callie find herself strangely drawn to a young girl who happens to be the heart donor’s orphaned daughter, but she also finds unlikely romance with another patient who also recently received a new heart. She soon discovers that the man, named Jasper Cates , received the heart from her donor's husband.",Drama
Down Twisted,"A naive, good-hearted Los Angeles waitress does not think twice about helping her troubled roommate. Her help lands her in Central America fleeing for her life with a grungy mercenary.",Drama
Dixiana,"The film tells the story of a circus performer who falls in love with the son of a plantation owner in antebellum New Orleans. When the young man's stepmother objects to the wedding, the young couple has to decide if they can make their relationship work.",Comedy
Devil's Island,"For treating a wounded revolutionary, respected surgeon, Dr. Charles Gaudet  is sentenced to life imprisonment to the infamous French penal colony on Devil's Island. It isn't long before he speaks out against the inhuman conditions and incurs the anger of the brutal prison commander, Colonel Lucien . But when Lucien's daughter, Collette , receives life-threatening wounds in an accident, the only person on Devils Island who can save her, is Gaudet...",Drama
Straight Talk,"Shirlee Kenyon, a down-home country girl who, through a series of mistakes, is hired as a radio talk show host. Her show is wildly successful but her success is based on the lie that she is actually a clinical psychologist. She has to learn that giving advice and following it can be harder than she thought. Shirlee starts off in the film as a dance instructor living in Arkansas. After she is fired for giving advice to her clients rather than teaching them dance, she attempts to convince her boyfriend to move to Chicago with her. After he declines and then belittles her, she decides to move there herself. Once she arrives, she is standing on a bridge enjoying the view of the city when she accidentally drops a twenty-dollar bill. As she climbs over the rail in an attempt to retrieve the money, Jack  sees her from his office window. He is a reporter for a Chicago newspaper. He thinks she is trying to commit suicide, so he runs out to rescue her. As he attempts to grab her and save her, Shirlee almost falls and drops the money she was trying to recover. After they recover, she complains that he caused her to lose the twenty dollars. Jack tries to give her money, saying she needs it more than he if she is willing to risk her life to retrieve it. She refuses and the two part. Shirlee goes on many different job interviews, and finally lands a job as a switchboard operator. After a few hours on the job, she inadvertently walks into a recording office, and the manager mistakes her as the new radio therapist. He puts her on the air and she completes a show before being fired by the producer once he comes into the office. However, once the radio station boss demands that Shirlee be the new radio personality, then Alan is forced to find Shirlee and convince her to do the show. Shirlee accepts the position, but there is one condition: she must agree to pretend to be a real clinical doctor. She reluctantly accepts and becomes a popular radio figure as ""Doctor Shirlee."" Jack, the newspaper reporter, suspects something when he realizes the woman ready to risk her life for twenty dollars is a doctor. Although his boss doesn't agree, he pursues the story. He begins to date her. They begin to fall for one another when Shirlee's boyfriend from Arkansas comes and tries to get her back. His attempts fall short, and Shirlee and Jack wind up making love. Afterwards, Jack develops true feelings for her and refuses to publish a story about her. Shirlee finds out that he was trying to write a story, and although she is angry, the two eventually wind up together. Shirlee finally confesses to everyone on air that she is not a real doctor and leaves the show. All of her listeners call in and want her back. Someone calls the show and tells everyone listening to honk their horns if they want Doctor Shirlee back. Jack shows up on the same bridge where they met and convinces her to take him back. When she hears the horns, Jack tells them that they are for her. She eventually goes back to the radio show, but wants to be called just ""Shirlee.""",Comedy
